mine_id,timestamp,CH4_pct,CO_ppm,C2H4_ppm,C2H6_ppm,CO2_pct,O2_pct,temp_C,humidity_pct,dust_mgm3,label
Gevra OC,2026-09-05T19:10:00,0.326,12.3,0.83,1.0,0.42,20.83,24.4,69.4,2.15,1
Kenduadih,2026-09-01T23:27:00,0.463,5.1,0.3,0.71,0.297,20.82,29.8,59.7,0.62,1
Adriyala Shaft,2026-09-01T01:30:00,0.328,8.1,0.82,0.96,0.626,21,25.1,73.3,1.0,1
Rajmahal OC,2026-09-04T04:22:00,0.481,9.0,0,0.89,0.448,20.01,28.3,77.8,2.79,1
Bhatdih,2026-09-08T14:49:00,0.319,9.0,1.61,1.39,0.415,20.79,31.8,53.0,1.05,2
Jhanjra UG,2026-09-01T09:27:00,0.408,5.1,0.57,0.43,0.262,20.66,29.0,62.1,2.06,1
Bhatdih,2026-09-09T21:23:00,0.216,6.2,0.11,0.56,0.369,20.22,22.9,53.1,3.09,0
Moonidih,2026-09-04T17:07:00,0.41,10.5,0.29,0.54,0.458,21,33.7,71.4,2.13,1
Bhubaneswari OC,2026-09-09T21:27:00,0.706,7.5,0.0,1.23,0.287,20.52,21.2,55.8,3.04,1
Bhatdih,2026-09-06T21:44:00,0.436,9.3,0.16,0.94,0.454,20.01,20.7,61.3,2.21,1
Churcha RO,2026-09-02T22:09:00,0.203,11.1,1.08,1.14,0.452,21,37.1,70.3,1.72,1
Bhubaneswari OC,2026-09-01T09:12:00,0.359,10.2,0.56,0.77,0.269,20.88,32.1,60.3,0.35,1
Churcha RO,2026-09-08T18:42:00,0.418,15.1,0.57,1.05,0.296,20.16,32.5,55.2,0.33,2
Rajmahal OC,2026-09-01T04:22:00,0.389,4.4,0.45,1.0,0.415,20.2,27.7,76.5,2.85,1
Bhatdih,2026-09-03T05:15:00,0.253,5.7,0.55,1.36,0.328,20.2,38.5,73.2,0.46,1
Churcha RO,2026-09-09T05:34:00,0.427,8.9,0.66,1.02,0.451,21,31.4,66.9,1.07,1
Bhatdih,2026-09-09T16:21:00,0.42,8.6,0.55,1.42,0.328,21,25.0,79.8,3.26,1
Bhatdih,2026-09-08T01:08:00,0.178,8.5,1.29,0.41,0.35,20.37,20.0,56.3,0.36,1
Rajmahal OC,2026-09-09T07:50:00,0.382,8.7,0.55,0.59,0.353,20.22,30.8,59.9,1.17,1
Bhatdih,2026-09-01T21:23:00,0.321,9.6,0.76,0.31,0.663,20.14,24.3,72.2,0.74,1
Jayant OC,2026-09-02T06:46:00,0.192,12.7,0.97,0.54,0.471,20.4,31.6,85.2,1.27,1
Bhubaneswari OC,2026-09-03T06:19:00,0.292,3.9,0.33,0.88,0.371,19.44,27.4,54.8,2.05,1
Bhubaneswari OC,2026-09-05T13:11:00,0.126,12.9,0.47,0.32,0.6,20.09,25.9,79.3,1.55,1
Rajmahal OC,2026-09-08T17:47:00,0.111,9.2,0.67,0.66,0.441,20.14,20.6,66.1,1.16,1
Bhubaneswari OC,2026-09-05T13:11:00,0.488,9.1,1.02,0.99,0.47,20.05,23.6,75.5,2.33,2
Bhubaneswari OC,2026-09-05T20:43:00,0.48,4.8,1.0,0.92,0.135,20.56,24.9,59.5,0.65,1
Bhubaneswari OC,2026-09-08T22:08:00,0.32,15.3,0.41,0.35,0.516,20.89,28.3,60.1,1.28,1
Gevra OC,2026-09-03T03:38:00,0.362,10.7,0,1.23,0.349,20.83,18.8,60.7,0.14,0
Jhanjra UG,2026-09-06T04:00:00,0.278,0.2,0.33,1.08,0.265,20.26,33.8,63.3,1.17,1
Jhanjra UG,2026-09-09T17:45:00,0.156,7.6,0.23,0.83,0.439,20.38,29.6,70.8,2.14,1
Rajmahal OC,2026-09-06T04:52:00,0.596,5.9,0,0.03,0.51,20.7,29.4,74.2,1.58,1
Bhubaneswari OC,2026-09-04T09:08:00,0.456,4.6,0.52,0.44,0.394,20.38,29.1,58.5,1.78,1
Adriyala Shaft,2026-09-02T01:50:00,0.235,9.1,0.59,0.55,0.237,21,31.2,65.1,1.26,1
Rajmahal OC,2026-09-04T05:42:00,0.159,5.5,0.57,0.74,0.395,20.57,29.7,67.9,0.65,1
Gevra OC,2026-09-04T16:36:00,0.181,10.2,0.53,0.79,0.319,20.09,26.2,75.7,0.4,1
Churcha RO,2026-09-04T16:54:00,0.46,11.1,0.71,0.82,0.429,20.88,32.0,57.8,1.86,1
Bhubaneswari OC,2026-09-04T13:07:00,0.289,4.4,0.8,0,0.493,20.7,31.4,59.9,1.88,1
Gevra OC,2026-09-05T21:53:00,0.352,9.4,0.83,1.31,0.364,19.89,31.5,67.3,1.99,2
Bhubaneswari OC,2026-09-06T05:00:00,0.381,8.6,0.8,1.22,0.39,21,21.4,72.7,0,1
Bhubaneswari OC,2026-09-03T02:23:00,0.229,4.5,0.05,0.71,0.473,20.84,24.3,39.1,1.41,0
Adriyala Shaft,2026-09-05T20:25:00,0,5.2,0.84,1.0,0.397,20.92,22.5,62.2,2.74,0
Gevra OC,2026-09-03T00:06:00,0.098,8.8,0.22,1.06,0.369,21,30.4,69.8,0.37,0
Moonidih,2026-09-02T21:48:00,0.304,10.3,0.19,1.05,0.411,20.15,25.8,60.5,2.56,1
Rajmahal OC,2026-09-01T13:56:00,0.329,0.9,0.63,1.36,0.322,20.52,23.6,81.5,0,1
Churcha RO,2026-09-03T15:27:00,0.193,5.4,0.67,0.48,0.478,21,29.0,70.4,0.98,1
Jhanjra UG,2026-09-01T12:16:00,0.243,11.7,0.53,0.28,0.273,20.54,23.6,62.2,1.07,1
Bhubaneswari OC,2026-09-06T11:51:00,0.267,4.7,0.34,0.5,0.247,20.46,29.4,60.6,1.27,1
Kenduadih,2026-09-02T22:04:00,0.612,9.4,0.43,0.95,0.347,20.89,24.5,76.8,1.52,1
Bhatdih,2026-09-01T22:30:00,0.517,9.8,0.62,0.69,0.393,20.21,24.5,54.6,1.42,1
Kenduadih,2026-09-06T05:39:00,0.43,8.5,0.26,0.65,0.495,20.83,27.0,58.7,0.04,1
Bhatdih,2026-09-01T09:36:00,0.306,5.2,0.74,0.02,0.404,20.72,20.5,57.0,1.35,1
Jayant OC,2026-09-06T02:41:00,0.371,2.7,0.96,0.63,0.282,20.18,27.2,77.8,0.67,1
Bhatdih,2026-09-09T05:56:00,0.269,4.6,0.49,0.62,0.326,20.17,29.6,50.1,1.38,1
Moonidih,2026-09-07T18:46:00,0.174,4.5,0.64,1.23,0.301,19.71,30.9,62.0,0.56,1
Moonidih,2026-09-02T20:13:00,0.092,4.2,0.46,0.94,0.446,20.33,24.9,57.0,1.78,0
Jayant OC,2026-09-08T17:27:00,0.287,11.3,0.74,1.32,0.406,20.87,28.6,66.9,1.7,1
Jayant OC,2026-09-01T23:31:00,0.176,7.3,0.43,0.92,0.446,20.45,35.2,61.6,1.08,1
Moonidih,2026-09-03T07:07:00,0.6,10.9,0.4,1.11,0.63,20.98,32.8,56.0,2.11,1
Kenduadih,2026-09-04T19:07:00,0.201,7.1,0,0.06,0.374,21,25.1,64.8,3.16,0
Gevra OC,2026-09-05T18:03:00,0.205,12.7,0.12,1.22,0.409,21,29.5,69.9,2.35,0
Bhubaneswari OC,2026-09-03T11:30:00,0.27,1.9,0.4,1.18,0.482,20.13,28.5,62.0,2.88,1
Gevra OC,2026-09-09T12:19:00,0.313,7.3,0.9,0.69,0.48,19.88,33.7,59.4,1.64,2
Gevra OC,2026-09-05T09:05:00,0.192,13.0,0.24,0.51,0.384,20.44,28.2,87.2,1.05,1
Adriyala Shaft,2026-09-08T15:47:00,0.213,15.6,0.67,1.16,0.325,21,23.7,51.1,1.45,1
Jayant OC,2026-09-07T19:46:00,0.361,11.2,0.38,0.01,0.505,20.74,29.4,64.7,1.8,1
Rajmahal OC,2026-09-06T18:05:00,0.287,3.6,0.6,0.82,0.311,19.95,28.6,59.8,0.59,1
Churcha RO,2026-09-06T14:30:00,0.423,10.6,0.8,1.54,0.364,20.58,20.3,58.0,0.19,1
Jhanjra UG,2026-09-04T00:01:00,0.285,14.1,0.75,0.16,0.433,20.99,31.4,83.6,3.06,1
Rajmahal OC,2026-09-07T19:16:00,0.194,4.6,0.16,1.7,0.251,20.75,33.9,69.9,2.21,0
Jhanjra UG,2026-09-04T06:55:00,0.422,10.0,0.64,0.73,0.379,19.98,31.9,59.7,1.31,2
Bhatdih,2026-09-07T05:26:00,0.233,6.9,0.84,1.34,0.544,19.18,20.3,61.9,2.68,1
Jhanjra UG,2026-09-07T21:13:00,0.703,10.0,0.53,1.24,0.401,21,27.0,61.6,0,1
Jayant OC,2026-09-01T00:16:00,0.359,6.3,0.03,0.79,0.445,20.92,29.3,67.1,3.24,0
Rajmahal OC,2026-09-08T04:05:00,0.207,5.7,0.27,1.04,0.525,20.37,25.3,61.2,0,1
Gevra OC,2026-09-06T13:18:00,0.292,6.9,0.19,0.78,0.487,21,27.4,73.0,1.39,0
Bhatdih,2026-09-08T01:12:00,0.107,3.6,0.48,1.15,0.468,20.23,34.8,64.4,2.41,1
Jhanjra UG,2026-09-08T11:45:00,0.539,10.4,0.56,0.57,0.411,20.26,28.4,74.2,0.93,2
Rajmahal OC,2026-09-05T18:57:00,0.126,8.4,0.84,0.14,0.432,20.66,29.7,60.3,1.97,1
Kenduadih,2026-09-02T10:01:00,0.456,11.3,1.53,1.48,0.404,20.98,36.2,65.3,2.44,2
Bhatdih,2026-09-08T20:17:00,0.205,2.5,0.18,1.13,0.582,20.21,28.9,68.4,2.07,0
Kenduadih,2026-09-03T06:55:00,0.108,6.0,0.28,1.34,0.438,19.34,30.8,86.8,1.5,1
Moonidih,2026-09-07T02:01:00,0.339,4.9,0.65,0.17,0.27,20.3,30.6,69.2,1.59,1
Adriyala Shaft,2026-09-05T21:38:00,0.557,11.6,0.95,0.65,0.563,20.36,26.3,54.4,1.55,2
Jhanjra UG,2026-09-06T19:11:00,0.257,9.4,0.37,1.0,0.307,20.67,27.4,78.5,2.21,1
Jayant OC,2026-09-09T20:41:00,0.384,6.8,0.4,0,0.377,20.18,22.8,59.8,0,1
Rajmahal OC,2026-09-01T17:04:00,0.446,10.3,0.97,1.14,0.31,21,26.6,57.3,1.51,1
Moonidih,2026-09-09T00:07:00,0.458,3.2,0.47,0.42,0.458,20.33,20.8,56.8,2.34,1
Bhubaneswari OC,2026-09-05T10:58:00,0.341,10.3,0.4,0.9,0.46,20.21,24.2,59.3,0.96,1
Jhanjra UG,2026-09-01T05:41:00,0.116,8.4,0.62,1.11,0.391,20.25,24.2,75.0,1.59,1
Bhubaneswari OC,2026-09-07T09:05:00,0.152,9.0,0.23,0.25,0.387,20.08,30.1,52.2,0.75,1
Jhanjra UG,2026-09-04T13:53:00,0,9.7,0.65,1.05,0.259,20.54,28.9,59.4,1.55,1
Rajmahal OC,2026-09-08T18:15:00,0.346,11.2,0.17,0.9,0.46,20.54,31.6,77.7,2.38,1
Adriyala Shaft,2026-09-08T23:37:00,0.262,5.9,1.04,0.52,0.457,21,32.7,55.6,1.84,1
Kenduadih,2026-09-01T16:01:00,0.234,0,0.79,0.89,0.24,20.43,36.0,56.4,1.89,1
Jayant OC,2026-09-08T22:27:00,0.219,3.5,0.32,0.74,0.544,20.69,26.7,54.7,0.7,0
Moonidih,2026-09-08T04:56:00,0.428,13.5,0.18,0.88,0.267,20.47,24.4,44.3,2.27,1
Bhatdih,2026-09-03T19:13:00,0.111,7.3,0.21,0,0.519,20.23,24.9,38.8,1.87,0
Bhatdih,2026-09-09T01:01:00,0.277,6.4,0.32,0.83,0.465,20.98,30.6,41.9,0.92,1
Gevra OC,2026-09-04T03:35:00,0.304,10.8,0.31,1.21,0.558,20.6,27.4,74.8,1.83,1
Adriyala Shaft,2026-09-02T22:03:00,0,9.1,0.61,0.13,0.416,19.87,34.2,53.1,2.26,1
Bhubaneswari OC,2026-09-09T01:32:00,0.154,11.1,0,0.84,0.129,20.64,22.6,67.9,1.21,0
Churcha RO,2026-09-06T10:52:00,0.337,9.7,0.58,1.16,0.379,19.72,28.4,53.3,1.82,1
Jhanjra UG,2026-09-03T02:17:00,0.237,9.9,0.64,1.47,0.368,21,28.3,56.9,1.61,1
Gevra OC,2026-09-08T16:50:00,0.266,4.0,0.35,0.58,0.402,19.89,28.5,59.7,0,1
Gevra OC,2026-09-03T13:03:00,0.445,12.1,0.39,0.88,0.242,20.31,27.8,59.7,2.19,1
Jayant OC,2026-09-07T21:44:00,0.313,2.1,0.09,0.13,0.532,20.75,26.7,50.7,0.84,0
Rajmahal OC,2026-09-07T14:41:00,0.284,12.5,0.16,0.66,0.485,21.0,20.4,60.7,1.21,0
Adriyala Shaft,2026-09-09T10:24:00,0.46,4.4,0.26,0.51,0.297,21,23.9,51.1,1.75,1
Jhanjra UG,2026-09-09T18:16:00,0.257,3.1,0.45,0.91,0.517,20.33,31.4,63.6,1.37,1
Adriyala Shaft,2026-09-02T14:19:00,0.363,5.0,0.19,1.02,0.378,19.55,27.7,76.9,2.46,1
Kenduadih,2026-09-09T19:14:00,0.477,7.6,0.17,1.52,0.381,21,27.6,76.1,0.81,1
Gevra OC,2026-09-06T14:06:00,0.232,13.7,0.66,0.32,0.462,20.88,27.9,60.3,0.98,1
Jhanjra UG,2026-09-09T12:37:00,0.29,6.2,0,0.92,0.418,20.93,25.1,55.9,1.75,0
Rajmahal OC,2026-09-03T16:08:00,0.151,7.5,0.47,1.27,0.305,20.75,32.2,60.1,2.97,1
Bhubaneswari OC,2026-09-09T11:58:00,0.253,7.5,0.35,0.58,0.209,20.75,29.9,48.7,1.72,1
Churcha RO,2026-09-03T04:50:00,0.177,5.6,0.78,1.16,0.456,20.57,19.5,87.2,1.2,1
Kenduadih,2026-09-02T01:26:00,0.463,0,0.83,0.69,0.477,20.83,34.0,77.6,1.51,1
Bhubaneswari OC,2026-09-08T21:28:00,0.126,5.7,0.92,0.39,0.242,20.62,22.7,54.6,0.61,1
Jhanjra UG,2026-09-08T23:17:00,0.295,10.4,0.3,0.98,0.259,20.19,29.6,55.1,2.11,1
Churcha RO,2026-09-01T18:33:00,0.457,3.3,0.02,0.49,0.366,19.88,31.6,74.0,1.89,1
Adriyala Shaft,2026-09-08T02:51:00,0.495,8.0,0.15,1.38,0.417,19.24,26.0,63.9,2.04,1
Rajmahal OC,2026-09-02T03:34:00,0.181,5.5,1.07,1.02,0.506,20.58,21.2,75.1,1.25,1
Jhanjra UG,2026-09-03T00:45:00,0.405,7.4,0.69,0.83,0.343,21,26.2,88.8,2.24,1
Moonidih,2026-09-04T15:32:00,0.28,9.7,0.9,1.46,0.388,21,29.1,63.1,1.57,1
Rajmahal OC,2026-09-01T08:35:00,0.502,6.5,0.6,1.22,0.442,20.02,30.5,58.9,1.82,1
